id,director,cast
22586,Richard Rich,"['Michelle Nicastro', 'Jack Palance', 'Howard McGillin']"
14334,John Sayles,"['Jeni Courtney', 'Eileen Colgan', 'Mick Lally']"
2636,Luis Llosa,"['Sylvester Stallone', 'Sharon Stone', 'James Woods']"
2164,Roland Emmerich,"['Kurt Russell', 'James Spader', 'Jaye Davidson']"
11395,John Pasquin,"['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']"
278,Frank Darabont,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']"
9905,Danny Boyle,"['Kerry Fox', 'Christopher Eccleston', 'Ewan McGregor']"
87078,Scott McGehee,"['Dennis Haysbert', 'Michael Harris', 'Mel Harris']"
12527,Tomás Gutiérrez Alea,"['Jorge Perugorría', 'Vladimir Cruz', 'Mirta Ibarra']"
20306,George Huang,"['Kevin Spacey', 'Frank Whaley', 'Michelle Forbes']"
36614,Kevin Dowling,"['Jack Thompson', 'John Polson', 'Deborah Kennedy']"
27993,Kelly Makin,"['Matt Frewer', 'Valerie Mahaffey', 'Lawrence Dane']"
31439,Zhang Yimou,"['Ge You', 'Gong Li', 'Niu Ben']"
9067,Rachel Talalay,"['Lori Petty', 'Ice-T', 'Naomi Watts']"
9059,Ernest R. Dickerson,"['Billy Zane', 'William Sadler', 'Jada Pinkett Smith']"
193,David Carson,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']"
25066,Rusty Cundieff,"['Clarence Williams III', 'Corbin Bernsen', 'David Alan Grier']"
46797,Brian Gilbert,"['Willem Dafoe', 'Miranda Richardson', 'Rosemary Harris']"
12122,John Carpenter,"['Christopher Reeve', 'Kirstie Alley', 'Linda Kozlowski']"
11381,Peter Segal,"['Chris Farley', 'David Spade', 'Brian Dennehy']"
32636,Louis Malle,"['Wallace Shawn', 'Julianne Moore', 'Larry Pine']"
36141,Steven Soderbergh,"['Peter Gallagher', 'Alison Elliott', 'William Fichtner']"
95963,Preston A. Whitmore II,"['Allen Payne', 'Eddie Griffin', 'Joe Morton']"
1587,Lasse Hallström,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']"
9271,Brett Leonard,"['Denzel Washington', 'Russell Crowe', 'Kelly Lynch']"
2064,Jon Turteltaub,"['Sandra Bullock', 'Bill Pullman', 'Peter Gallagher']"
19855,Jon Avnet,"['Elijah Wood', 'Kevin Costner', 'Mare Winningham']"
60855,Mina Shum,"['Sandra Oh', 'Stephen Chang', 'Alannah Ong']"
236,P.J. Hogan,"['Toni Collette', 'Bill Hunter', 'Rachel Griffiths']"
48287,Melanie Mayron,"['Schuyler Fisk', 'Bre Blair', 'Rachael Leigh Cook']"
3049,Tom Shadyac,"['Jim Carrey', 'Sean Young', 'Courteney Cox']"
2759,Stephan Elliott,"['Terence Stamp', 'Hugo Weaving', 'Guy Pearce']"
12635,Iain Softley,"['Stephen Dorff', 'Ian Hart', 'Sheryl Lee']"
10497,Roman Polanski,"['Hugh Grant', 'Kristin Scott Thomas', 'Emmanuelle Seigner']"
11382,Woody Allen,"['John Cusack', 'Dianne Wiest', 'Jennifer Tilly']"
9331,Phillip Noyce,"['Harrison Ford', 'Willem Dafoe', 'Anne Archer']"
10731,Joel Schumacher,"['Susan Sarandon', 'Tommy Lee Jones', 'Mary-Louise Parker']"
10464,Jessie Nelson,"['Whoopi Goldberg', 'Ray Liotta', 'Tina Majorino']"
34152,Spike Lee,"['Alfre Woodard', 'Delroy Lindo', 'David Patrick Kelly']"
9495,Alex Proyas,"['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson']"
29973,Ron Shelton,"['Tommy Lee Jones', 'Robert Wuhl', 'Lolita Davidovich']"
888,Brian Levant,"['John Goodman', 'Elizabeth Perkins', 'Rick Moranis']"
13,Robert Zemeckis,"['Tom Hanks', 'Robin Wright', 'Gary Sinise']"
712,Mike Newell,"['Hugh Grant', 'Andie MacDowell', 'James Fleet']"
16295,John Singleton,"['Omar Epps', 'Kristy Swanson', 'Michael Rapaport']"
48992,Darnell Martin,"['Lauren Vélez', 'Jon Seda', 'Tomas Melly']"
10879,Charles Shyer,"['Nick Nolte', 'Saul Rubinek', 'James Rebhorn']"
10660,Andrew Bergman,"['Nicolas Cage', 'Bridget Fonda', 'Rosie Perez']"
10714,Stephen Sommers,"['Jason Scott Lee', 'Cary Elwes', 'Lena Headey']"
41647,Ray Müller,"['Leni Riefenstahl', 'Marlene Dietrich', 'Walter Frentz']"
8587,Roger Allers,"['Jonathan Taylor Thomas', 'Matthew Broderick', 'James Earl Jones']"
1689,Bernardo Bertolucci,"['Keanu Reeves', 'Bridget Fonda', 'Chris Isaak']"
11596,Wes Craven,"['Heather Langenkamp', 'Robert Englund', 'Miko Hughes']"
854,Chuck Russell,"['Jim Carrey', 'Cameron Diaz', 'Nancy Fish']"
9359,Richard Donner,"['Mel Gibson', 'Jodie Foster', 'James Garner']"
23333,Alan Rudolph,"['Jennifer Jason Leigh', 'Campbell Scott', 'Matthew Broderick']"
36593,Peter Segal,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']"
12280,Ron Howard,"['Michael Keaton', 'Robert Duvall', 'Glenn Close']"
2788,Ben Stiller,"['Winona Ryder', 'Ben Stiller', 'Janeane Garofalo']"
10427,John Dahl,"['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle']"
11011,Donald Petrie,"['Macaulay Culkin', 'John Larroquette', 'Edward Herrmann']"
49803,Robert Allan Ackerman,"['Susan Sarandon', 'Nick Stahl', 'Sam Shepard']"
8987,Curtis Hanson,"['Meryl Streep', 'David Strathairn', 'Kevin Bacon']"
1637,Jan de Bont,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']"
15128,Ron Underwood,"['Michael Keaton', 'Geena Davis', 'Christopher Reeve']"
8831,Peter Hyams,"['Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver']"
36955,James Cameron,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']"
10449,Luis Mandoki,"['Andy García', 'Meg Ryan', 'Ellen Burstyn']"
10395,Mike Nichols,"['Jack Nicholson', 'Christopher Plummer', 'James Spader']"
12160,Lawrence Kasdan,"['Kevin Costner', 'Dennis Quaid', 'Gene Hackman']"
40480,Damian Harris,"['Laurence Fishburne', 'Ellen Barkin', 'Frank Langella']"
52038,Suri Krishnamma,"['Albert Finney', 'Brenda Fricker', 'Michael Gambon']"
29444,Jefery Levy,"['Stephen Dorff', 'Reese Witherspoon', 'Jake Busey']"
26352,Keenen Ivory Wayans,"['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith']"
39953,Robert Lee King,"['James Andrews', 'Mary Beth Aylesworth', 'Mike Barbour']"
41580,Yves Angelo,"['Gérard Depardieu', 'Fanny Ardant', 'Fabrice Luchini']"
315,Russ Meyer,"['Tura Satana', 'Haji', 'Lori Williams']"
22067,Doug McHenry,"['Allen Payne', 'Jada Pinkett Smith', 'Bokeem Woodbine']"
18242,Dave Borthwick,"['Nick Upton', 'Deborah Collard', 'Frank Passingham']"
11667,Steven E. de Souza,"['Jean-Claude Van Damme', 'Raúl Juliá', 'Ming-Na Wen']"
32502,Wallace Wolodarsky,"['Michael J. Fox', 'Jason Priestley', 'Kimberly Williams-Paisley']"
267188,Michael A. Nickles,"['Michael A. Nickles', 'Adam Ant', 'Heather Graham']"
28732,Paul Warner,"['Steve Alden', 'David Arquette', 'Stephen Baldwin']"
75555,Vincent Robert,"['Eddie Bowz', 'Heather Medway', 'Ann Turkel']"
42981,Theodore Thomas,[]
278939,Lucas Platt,"['Эрика Элениак', 'William McNamara', 'Michael Lerner']"
291731,Ross Kagan Marks,"['Blythe Danner', 'Frank Whaley', 'Sheryl Lee']"
226229,Paul Williams,"['Edward James Olmos', 'Sean Young', 'James Andronica']"
203119,Robert Wuhl,"['Robert Wuhl', 'Tom Selleck', 'Joe Piscopo']"
172923,Roberto Sneider,"['Damián Alcázar', 'Pedro Armendáriz Jr.', 'Dolores Heredia']"
316098,Jack Baxter,['Roscoe Lee Browne']
8011,Andrew Morahan,"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger']"
171857,Michael Corrente,"['Nicholas Turturro', 'Anthony DeSando', 'Libby Langdon']"
2654,John Carpenter,"['Sam Neill', 'Julie Carmen', 'Jürgen Prochnow']"
18069,John G. Avildsen,"['Luke Perry', 'Stephen Baldwin', 'Cynthia Geary']"
19092,Jeff Pollack,"['Duane Martin', 'Tupac Amaru Shakur', 'Bernie Mac']"
2758,Barry Sonnenfeld,"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd']"
38129,Thomas Schlamme,['Martin Lawrence']
10436,Martin Scorsese,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder']"
13595,Michael Lehmann,"['Brendan Fraser', 'Steve Buscemi', 'Adam Sandler']"
46094,Paul Michael Glaser,"['Kevin Bacon', 'Charles Gitonga Maina', 'Yolanda Vazquez']"
9409,John Badham,"['Richard Dreyfuss', 'Emilio Estevez', ""Rosie O'Donnell""]"
11853,Jonathan Kaplan,"['Madeleine Stowe', 'Mary Stuart Masterson', 'Andie MacDowell']"
16771,Whit Stillman,"['Taylor Nichols', 'Chris Eigeman', 'Mira Sorvino']"
46924,Bill Forsyth,"['Robin Williams', 'Maudie Johnson', 'Max Johnson']"
11041,Penelope Spheeris,"['Jim Varney', 'Diedrich Bader', 'Эрика Элениак']"
306,John Landis,"['Eddie Murphy', 'Judge Reinhold', 'Héctor Elizondo']"
14522,Caroline Thompson,"['Alan Cumming', 'Sean Bean', 'David Thewlis']"
26203,Michael Apted,"['Madeleine Stowe', 'Aidan Quinn', 'James Remar']"
178,Stephen Hopkins,"['Jeff Bridges', 'Tommy Lee Jones', 'Suzy Amis']"
19819,William Friedkin,"['Nick Nolte', ""Shaquille O'Neal"", 'Mary McDonnell']"
57834,Tony Richardson,"['Jessica Lange', 'Tommy Lee Jones', 'Powers Boothe']"
4722,Abel Ferrara,"['Gabrielle Anwar', 'Terry Kinney', 'Billy Wirth']"
18215,Jennifer Chambers Lynch,"['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton']"
1607,Robert De Niro,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato']"
26391,Adam Resnick,"['Chris Elliott', 'Ritch Brinkley', 'James Gammon']"
117553,John Whitesell,"['Jason Priestley', 'Gabriel Olds', ""Jerry O'Connell""]"
6075,Brian De Palma,"['Al Pacino', 'Sean Penn', 'Penelope Ann Miller']"
11310,Paul Weiland,"['Billy Crystal', 'Daniel Stern', 'Jon Lovitz']"
18658,Mick Jackson,"['Dana Carvey', 'Valeria Golino', 'James Earl Jones']"
9350,Renny Harlin,"['Sylvester Stallone', 'John Lithgow', 'Michael Rooker']"
9612,Steve Barron,"['Robert Knott', 'Dan Aykroyd', 'Jane Curtin']"
2124,Richard Rush,"['Bruce Willis', 'Jane March', 'Rubén Blades']"
26261,Michael Ritchie,"['Chevy Chase', 'Jack Palance', 'Dianne Wiest']"
19176,Gregg Champion,"['Woody Harrelson', 'Kiefer Sutherland', 'Dylan McDermott']"
49299,Abel Ferrara,"['Harvey Keitel', 'Madonna', 'James Russo']"
11566,Ivan Reitman,"['Kevin Kline', 'Sigourney Weaver', 'Frank Langella']"
9571,Richard Linklater,"['Jason London', 'Rory Cochrane', 'Wiley Wiggins']"
9739,Marco Brambilla,"['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock']"
24257,Bruce Brown,[]
34444,Gus Van Sant,"['Uma Thurman', 'Lorraine Bracco', 'Pat Morita']"
26141,Carl Reiner,"['Armand Assante', 'Sherilyn Fenn', 'Kate Nelligan']"
10997,Chen Kaige,"['Leslie Cheung', 'Gong Li', 'Zhang Fengyi']"
50463,Donald Petrie,"['Harley Jane Kozak', 'Elizabeth McGovern', 'Bill Pullman']"
10443,Peter Weir,"['Jeff Bridges', 'Isabella Rossellini', 'Rosie Perez']"
20239,Rusty Cundieff,"['Larry B. Scott', 'Mark Christopher Lawrence', 'Rusty Cundieff']"
16297,Alek Keshishian,"['Joe Pesci', 'Brendan Fraser', 'Moira Kelly']"
18551,Steve Kloves,"['Meg Ryan', 'Dennis Quaid', 'James Caan']"
25440,John Irvin,"['Mia Farrow', 'Jim Broadbent', 'Natasha Richardson']"
9024,Barry Sonnenfeld,"['Michael J. Fox', 'Gabrielle Anwar', 'Anthony Higgins']"
37233,Sydney Pollack,"['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman']"
1634,Simon Wincer,"['Jason James Richter', 'Lori Petty', 'August Schellenberg']"
13815,Boaz Yakin,"['Sean Nelson', 'Giancarlo Esposito', 'Samuel L. Jackson']"
5503,Andrew Davis,"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward']"
35588,Walter Hill,"['Jason Patric', 'Wes Studi', 'Gene Hackman']"
2087,Roger Donaldson,"['Alec Baldwin', 'Kim Basinger', 'Michael Madsen']"
41579,Howard Deutch,"['Macaulay Culkin', 'Ted Danson', 'Glenne Headly']"
18620,Rose Troche,"['Guinevere Turner', 'V.S. Brodie', 'T. Wendy McMillan']"
41006,Bruce Beresford,"['Colin Friels', 'Sean Connery', 'John Lithgow']"
4916,Sidney Lumet,"['Rebecca De Mornay', 'Don Johnson', 'Dana Ivey']"
2019,John Woo,"['Jean-Claude Van Damme', 'Arnold Vosloo', 'Lance Henriksen']"
31642,Oliver Stone,"['Tommy Lee Jones', 'Robert John Burke', 'Timothy Carhart']"
9255,Jim Abrahams,"['Charlie Sheen', 'Lloyd Bridges', 'Valeria Golino']"
26271,Julianna Lavin,"['Dana Delany', 'Kim Cattrall', 'Cynthia Stevenson']"
10612,Christopher Monger,"['Hugh Grant', 'Tara Fitzgerald', 'Colm Meaney']"
2259,Bille August,"['Meryl Streep', 'Glenn Close', 'Jeremy Irons']"
16097,Eric Meza,"['Bernie Mac', 'Chris Tucker', 'Christopher Reid']"
11934,Joel Coen,"['Tim Robbins', 'Jennifer Jason Leigh', 'Paul Newman']"
106143,James L. Brooks,"['Nick Nolte', 'Woody Harrelson', 'Albert Brooks']"
12475,"Daniel Petrie, Jr.","['Pauly Shore', 'Andy Dick', 'Lori Petty']"
9386,Wolfgang Petersen,"['Clint Eastwood', 'Rene Russo', 'John Malkovich']"
7984,Jim Sheridan,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Emma Thompson']"
59930,Matty Rich,"['Larenz Tate', 'Joe Morton', 'Suzzanne Douglas']"
15765,Brian Gibson,"['Angela Bassett', 'Laurence Fishburne', 'Vanessa Bell Calloway']"
31643,Barry Levinson,"['Joe Pesci', 'Christian Slater', 'Victoria Abril']"
6,Stephen Hopkins,"['Emilio Estevez', 'Cuba Gooding Jr.', 'Denis Leary']"
329,Steven Spielberg,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum']"
10909,Dominic Sena,"['Brad Pitt', 'David Duchovny', 'Juliette Lewis']"
507,Roger Avary,"['Eric Stoltz', 'Julie Delpy', 'Jean-Hugues Anglade']"
34024,Steven Soderbergh,"['Jesse Bradford', 'Jeroen Krabbé', 'Lisa Eichhorn']"
29918,Daniel Petrie,"['Tom Guiry', 'Helen Slater', 'Jon Tenney']"
9593,John McTiernan,"['Arnold Schwarzenegger', 'F. Murray Abraham', 'Art Carney']"
42580,James Lapine,"['Michael J. Fox', 'Christina Vidal', 'Nathan Lane']"
22317,Simon Wincer,"['Paul Hogan', ""Beverly D'Angelo"", 'Cuba Gooding Jr.']"
1413,David Cronenberg,"['Jeremy Irons', 'John Lone', 'Barbara Sukowa']"
12121,Richard Benjamin,"['Whoopi Goldberg', 'Ted Danson', 'Nia Long']"
2246,Harold Becker,"['Alec Baldwin', 'Nicole Kidman', 'Bill Pullman']"
10502,Mel Gibson,"['Mel Gibson', 'Nick Stahl', 'Margaret Whitton']"
10440,Woody Allen,"['Woody Allen', 'Diane Keaton', 'Jerry Adler']"
9516,Albert Hughes,"['Tyrin Turner', 'Larenz Tate', 'Glenn Plummer']"
2320,Stuart Baird,"['Kurt Russell', 'Steven Seagal', 'Halle Berry']"
5879,Nagisa Ōshima,"['Eiko Matsuda', 'Tatsuya Fuji', 'Aoi Nakajima']"
83718,Tom Noonan,"['Karen Sillas', 'Tom Noonan']"
11971,Kenneth Branagh,"['Kenneth Branagh', 'Richard Briers', 'Michael Keaton']"
2625,Mike Figgis,"['Richard Gere', 'Lena Olin', 'Anne Bancroft']"
31911,Anthony Minghella,"['Matt Dillon', 'Annabella Sciorra', 'Mary-Louise Parker']"
788,Chris Columbus,"['Robin Williams', 'Sally Field', 'Pierce Brosnan']"
21450,Mike Leigh,"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge']"
11231,Christopher Cain,"['Pat Morita', 'Hilary Swank', 'Michael Ironside']"
41588,Michael Tolkin,"['Peter Weller', 'Judy Davis', 'Patrick Bauchau']"
10447,Martin Campbell,"['Ray Liotta', 'Lance Henriksen', 'Stuart Wilson']"
31586,Rob Reiner,"['Elijah Wood', 'Jason Alexander', 'Julia Louis-Dreyfus']"
9300,Sally Potter,"['Tilda Swinton', 'Billy Zane', 'Lothaire Bluteau']"
9559,Clint Eastwood,"['Kevin Costner', 'Clint Eastwood', 'Laura Dern']"
9800,Jonathan Demme,"['Tom Hanks', 'Denzel Washington', 'Jason Robards']"
713,Jane Campion,"['Holly Hunter', 'Harvey Keitel', 'Sam Neill']"
8291,John Singleton,"['Janet Jackson', 'Tupac Amaru Shakur', 'Regina King']"
18133,David S. Ward,"['James Caan', 'Halle Berry', 'Omar Epps']"
25557,Stuart Orme,"['Donald Sutherland', 'Eric Thal', 'Julie Warner']"
22588,Mel Smith,"['Brian Benben', 'Mary Stuart Masterson', 'Ned Beatty']"
10872,Ted Demme,"['Denis Leary', 'Judy Davis', 'Kevin Spacey']"
1245,James Ivory,"['Anthony Hopkins', 'Emma Thompson', 'James Fox']"
11858,Penny Marshall,"['Danny DeVito', 'Mark Wahlberg', 'Gregory Hines']"
7007,Philip Kaufman,"['Sean Connery', 'Wesley Snipes', 'Harvey Keitel']"
10467,Alan Parker,"['Anthony Hopkins', 'Bridget Fonda', 'Matthew Broderick']"
5550,Fred Dekker,"['Robert John Burke', 'Nancy Allen', 'Mario Machado']"
8005,Mel Brooks,"['Cary Elwes', 'Dom DeLuise', 'Roger Rees']"
2088,Peter Medak,"['Gary Oldman', 'Lena Olin', 'Annabella Sciorra']"
10412,Geoffrey Wright,"['Russell Crowe', 'Daniel Pollock', 'Jacqueline McKenzie']"
47889,Victor Nunez,"['Ashley Judd', 'Todd Field', 'Bentley Mitchum']"
14534,David Anspaugh,"['Sean Astin', 'Jon Favreau', 'Ned Beatty']"
56583,Tim Hunter,"['Danny Glover', 'Matt Dillon', 'Rick Aviles']"
41878,Cyril Collard,"['Cyril Collard', 'Romane Bohringer', 'Carlos López']"
424,Steven Spielberg,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes']"
35233,Michael Ritchie,"['Brendan Fraser', 'Albert Brooks', 'Dianne Wiest']"
14291,Steven Zaillian,"['Max Pomeranc', 'Joe Mantegna', 'Joan Allen']"
103413,Chris Menges,"['William Hurt', 'Nathan Yapp', 'Keith Allen']"
11236,Agnieszka Holland,"['Kate Maberly', 'Heydon Prowse', 'Andrew Knott']"
11592,John Waters,"['Kathleen Turner', 'Sam Waterston', 'Ricki Lake']"
8850,Russell Mulcahy,"['Alec Baldwin', 'John Lone', 'Penelope Ann Miller']"
10445,Richard Attenborough,"['Anthony Hopkins', 'Debra Winger', 'John Wood']"
695,Robert Altman,"['Julianne Moore', 'Andie MacDowell', 'Tim Robbins']"
43535,Gillies MacKinnon,"['Steve Martin', 'Anne Heche', 'Gabriel Byrne']"
12519,John Duigan,"['Hugh Grant', 'Tara Fitzgerald', 'Sam Neill']"
23210,Fred Schepisi,"['Will Smith', 'Donald Sutherland', 'Stockard Channing']"
858,Nora Ephron,"['Tom Hanks', 'Meg Ryan', 'Bill Pullman']"
867,Phillip Noyce,"['Sharon Stone', 'William Baldwin', 'Tom Berenger']"
78,Ridley Scott,"['Harrison Ford', 'Rutger Hauer', 'Sean Young']"
13203,Steve Rash,"['Pauly Shore', 'Carla Gugino', 'Lane Smith']"
10442,Thomas Schlamme,"['Mike Myers', 'Nancy Travis', 'Anthony LaPaglia']"
11074,Rowdy Herrington,"['Bruce Willis', 'Sarah Jessica Parker', 'Dennis Farina']"
33367,Arthur Joffé,"['Nastassja Kinski', 'Ben Kingsley', 'Zohra Sehgal']"
9607,Annabel Jankel,"['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper']"
17585,Ernest R. Dickerson,"['Ice-T', 'Rutger Hauer', 'Charles S. Dutton']"
9057,Deran Sarafian,"['Charlie Sheen', 'Nastassja Kinski', 'James Gandolfini']"
20967,François Girard,"['Colm Feore', 'Derek Keurvorst', 'Derek Keurvorst']"
10635,Andrew Fleming,"['Josh Charles', 'Stephen Baldwin', 'Lara Flynn Boyle']"
9479,Henry Selick,"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara""]"
10057,Stephen Herek,"['Charlie Sheen', 'Kiefer Sutherland', ""Chris O'Donnell""]"
11969,George P. Cosmatos,"['Kurt Russell', 'Val Kilmer', 'Sam Elliott']"
41590,Heywood Gould,"['William Hurt', 'Joanne Whalley', 'Gabriel Byrne']"
319,Tony Scott,"['Christian Slater', 'Patricia Arquette', 'Michael Rapaport']"
26408,D.A. Pennebaker,"['James Carville', 'George Stephanopoulos', 'Heather Beckel']"
15139,Joe Johnston,"['Macaulay Culkin', 'Christopher Lloyd', 'Patrick Stewart']"
161158,Jerry Ciccoritti,"['Leslie Hope', 'Peter Outerbridge', 'Victor Ertmanis']"
218473,Jennifer Warren,"['Martha Plimpton', 'Kelly Lynch', 'Rutger Hauer']"
85247,Mark Malone,"['Anthony LaPaglia', 'Mimi Rogers', 'Matt Craven']"
11446,Todd Solondz,"['Heather Matarazzo', 'Victoria Davis', 'Christina Brucato']"
51980,Claude Berri,"['Miou-Miou', 'Gérard Depardieu', 'Renaud']"
24405,Dennis Hopper,"['Tom Berenger', 'William McNamara', 'Эрика Элениак']"
11655,Guillermo del Toro,"['Federico Luppi', 'Ron Perlman', 'Claudio Brook']"
11800,Daniel Algrant,"['Eric Stoltz', 'Mary-Louise Parker', 'Ralph Macchio']"
8223,Pedro Almodóvar,"['Verónica Forqué', 'Victoria Abril', 'Peter Coyote']"
14587,Gurinder Chadha,"['Kim Vithana', 'Jimmi Harkishin', 'Sarita Khajuria']"
31504,Andrew Scheinman,"['Luke Edwards', 'Timothy Busfield', 'John Ashton']"
41653,Åke Sandgren,"['Stellan Skarsgård', 'Jesper Salén', 'Basia Frydman']"
53185,Richard Loncraine,"['Julie Walters', 'Jim Broadbent', 'Thora Hird']"
95743,Eva Sereny,"['Robin Givens', 'Marco Hofschneider', 'Rick Johnson']"
23637,Lina Wertmüller,"['Paolo Villaggio', 'Gigio Morra', 'Paolo Bonacelli']"
17600,David O. Russell,"['Jeremy Davies', 'Benjamin Hendrickson', 'Alberta Watson']"
10897,Penelope Spheeris,"['Bug Hall', 'Travis Tedford', 'Brittany Ashton Holmes']"
349394,Rémy Duchemin,"['Jean Yanne', 'Ken Higelin', 'Florence Darel']"
21352,George T. Miller,"['Tina Majorino', 'Keith Carradine', 'Chelsea Field']"
68806,Ricky Tognazzi,"['Claudio Amendola', 'Carlo Cecchi', 'Enrico Lo Verso']"
37345,Michael Austin,"['Jim Broadbent', 'Phoebe Cates', 'Kevin Kline']"
32562,Rob Epstein,"['Lily Tomlin', 'Tony Curtis', 'Susan Sarandon']"
47507,Mathieu Kassovitz,"['Vincent Cassel', 'Julie Mauduech', 'Hubert Koundé']"
25403,Nanni Moretti,"['Nanni Moretti', 'Renato Carpentieri', 'Antonio Neiwiller']"
124304,María Luisa Bemberg,"['Marcello Mastroianni', 'Luisina Brando', 'Alejandra Podesta']"
9066,Betty Thomas,"['Shelley Long', 'Gary Cole', 'Christine Taylor']"
771,Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern']"
251,Jerry Zucker,"['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg']"
812,Ron Clements,"['Scott Weinger', 'Robin Williams', 'Linda Larkin']"
280,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Robert Patrick']"
581,Kevin Costner,"['Kevin Costner', 'Mary McDonnell', 'Graham Greene']"
80350,Steve Cohen,"['Roddy Piper', 'Billy Blanks', 'Richard Norton']"
268,Tim Burton,"['Jack Nicholson', 'Michael Keaton', 'Kim Basinger']"
274,Jonathan Demme,"['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn']"
408,David Hand,"['Adriana Caselotti', 'Lucille La Verne', 'Harry Stockwell']"
10020,Gary Trousdale,"[""Paige O'Hara"", 'Robby Benson', 'Richard White']"
10895,Hamilton Luske,"['Mel Blanc', 'Don Brodie', 'Walter Catlett']"
114,Garry Marshall,"['Julia Roberts', 'Richard Gere', 'Ralph Bellamy']"
41043,Yuri Mamin,"['Viktor Mikhaylov', 'Nina Usatova', 'Agnès Soral']"
576,Sam Peckinpah,"['William Holden', 'Ernest Borgnine', 'Robert Ryan']"
15477,C.M. Talkington,"['Gil Bellows', 'Renée Zellweger', 'Rory Cochrane']"
59146,Huang Jianxin,"['Gu Bao-Ming', 'Mingjun Kao', 'Lan Wang']"
124472,Jean Bach,[]
30528,Sam Weisman,"['Matthew Modine', 'Paul Reiser', 'Randy Quaid']"
7300,Michael Hoffman,"['Michelle Pfeiffer', 'George Clooney', 'Mae Whitman']"
10824,Bill Condon,"['Tony Todd', 'Kelly Rowan', ""William O'Leary""]"
261246,Stephen Poliakoff,"['Charles Dance', 'Clive Owen', 'Miranda Richardson']"
275,Joel Coen,"['William H. Macy', 'Frances McDormand', 'Steve Buscemi']"
25059,David R. Ellis,"['Michael J. Fox', 'Sally Field', 'Ralph Waite']"
11827,Gerald Potterton,"['Rodger Bumpass', 'Jackie Burroughs', 'Joe Flaherty']"
8766,Kevin Yagher,"['Bruce Ramsay', 'Valentina Vargas', 'Charlotte Chatton']"
23570,Matt Reeves,"['David Schwimmer', 'Gwyneth Paltrow', 'Michael Rapaport']"
47333,Franco Zeffirelli,"['Anna Paquin', 'Charlotte Gainsbourg', 'William Hurt']"
54850,Anna Campion,"['Oliver Milburn', 'Catherine McCormack', 'Thandie Newton']"
